"ID","POINT_X","POINT_Y","SCIENTIFIC","ADDRESS","PLOTTYPE","PLOTLENGTH","PLOTWIDTH","POWERLINE","OWNER","STEWARD","SPONSOR","DATEPLANTED","DIAMETER","HEIGHT","CANOPYHEIGHT","CONDITION","CANOPYCONDITION"
351,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
352,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
353,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
354,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
355,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
356,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
357,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
358,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
359,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
360,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
361,-82.53,35.55,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
371,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
375,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
384,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
385,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
395,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
398,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
399,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
496,-82.52,35.53,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
497,-82.52,35.53,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
515,-82.52,35.53,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
559,-82.52,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
601,-82.52,35.53,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
613,-82.52,35.50,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
638,-82.52,35.50,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
647,-82.52,35.50,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,13.00,30.00,0,Unknown,Unknown
648,-82.52,35.50,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,10.00,28.00,0,Unknown,Unknown
654,-82.52,35.50,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
675,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
698,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
699,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
729,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
815,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
820,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
823,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
849,-82.51,35.51,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
888,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
889,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
890,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
891,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
892,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
893,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
894,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
895,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
896,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
897,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
898,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
899,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
900,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
901,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
902,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
903,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
904,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
905,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
906,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
907,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
918,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
922,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
924,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
930,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
933,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
935,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
936,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
940,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
961,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
964,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1027,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1031,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1046,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1050,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1061,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1065,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1067,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1082,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1085,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1087,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1092,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1093,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1101,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1129,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1134,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1135,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1136,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1143,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1149,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1168,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1171,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1180,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1213,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1216,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1229,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1241,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1243,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1257,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1274,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1279,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1296,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1298,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1304,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1306,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1312,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1313,-82.53,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1319,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1343,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1346,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1347,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1348,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1356,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1357,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1360,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1362,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1364,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1381,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1386,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1389,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1393,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1399,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1403,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1404,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1405,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1408,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1410,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1411,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1414,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1415,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1416,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1418,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1419,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1420,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1421,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1422,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1441,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1471,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1496,-82.52,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1504,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1518,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1526,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1536,-82.54,35.49,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1560,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1561,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1567,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1568,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1574,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1578,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1582,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1584,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1587,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1603,-82.54,35.48,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
1622,-82.53,35.54,Unknown,,Unknown,0,0,False,City of Asheville,City of Asheville,City of Asheville,05/09/2007,0.00,0.00,0,Unknown,Unknown
